reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
d378382a-5533-4158-8dd1-a0183bdb3b34,Dedi Ruhyadi,https://play-lh.googleusercontent.com/a/ACg8ocK1ERyQNmsq3x62gGx82AY1mc-K9RTEhnNJ2yWXA8-XCzZN8A=mo,Praktis dan cepat tanpa iklan,5,0,6.0.3,2025-05-21 08:25:11,,,6.0.3
ece6d0a3-e358-40b9-bb15-02ff266b9e9c,van der Pran,https://play-lh.googleusercontent.com/a-/ALV-UjWDU4QBe48ooUG09a4UQ3dGioJx98EFYT-wsWaO8JbNAoALmT4,👆,5,0,6.0.3,2025-05-21 07:01:47,,,6.0.3
36b0fd40-38e6-43e0-b7e5-e1453716b63c,Hansri Darwin,https://play-lh.googleusercontent.com/a-/ALV-UjXnuNCzhoh9SJNCXHeiW_DZ6KUWjwT86lxl8byLP6c8o46DtQdqPQ,Barakallahum fi kum,5,0,6.0.3,2025-05-21 06:46:54,,,6.0.3
c09328d7-4527-46c6-9e24-beeaac59b009,I b n u B a h a r,https://play-lh.googleusercontent.com/a-/ALV-UjX1Jqn2EIj-I2mtdi-0Ymb9R7WGTGGBLh5PvGd_Gx1AzO8dFCV7,بارك الله فيكم please add a 2x2 widget salah like m****m pro brother جزاكم الله خير,5,0,6.0.3,2025-05-21 06:20:09,,,6.0.3
25b7b524-8a12-4bca-8e14-ac19b7c8b8a7,Eneh Subrata,https://play-lh.googleusercontent.com/a/ACg8ocLn3OItKC0Anhc3uZOswsaj1RjrL1BMqo8sfIYREwNT9tBZ9g=mo,apk ini sangat bagus,5,0,,2025-05-21 05:14:27,,,
ec717be2-adbf-4598-87f3-2b371fc9169d,Sandi Putra,https://play-lh.googleusercontent.com/a-/ALV-UjXiYDKFwukrbY9BeWsw95_wL3mazW5G63pbY9MEktm5bzzGobLq,"Bagus, tanpa ada iklan. Terimakasih.",5,0,6.0.3,2025-05-21 03:57:29,,,6.0.3
c47d0baa-f009-4bc7-ba70-c581f4a7b146,Hasbi Hidayat,https://play-lh.googleusercontent.com/a-/ALV-UjXlYpFPVrTSZr9XqzU2X6Cl1gKybtWXDOQBOVMcEeNWUnHItUg,lovyuu,5,0,6.0.3,2025-05-21 03:57:17,,,6.0.3
52a1f650-566d-46c5-b44d-7f29008c35ec,Muhammad Yusuf,https://play-lh.googleusercontent.com/a-/ALV-UjXKmeMwYJ-funTNNVLMEyEq6Jn33aGR15tZeoqjpgEVSlVKIUIQ,lengkap sangat membantu,5,0,6.0.3,2025-05-21 03:44:05,,,6.0.3
2f0073e1-6411-4ead-a37e-92ba068977c2,abdul bae,https://play-lh.googleusercontent.com/a-/ALV-UjXrFDdrDiIyMjHRkUzK8wSKS0SBkLr8w1BKzJ7a-i5knoiG1eWU,ماشاء الله,5,0,6.0.3,2025-05-21 00:29:56,,,6.0.3
b651c3af-4e65-42b3-8b2e-afb0ef0f1521,zainuddin zai,https://play-lh.googleusercontent.com/a/ACg8ocK364sJiN0byUXCz9eKNdfF5qMiUjKXeu0hu6XdhD2hutE1oQ=mo,"bagus dan lengkap.. zikir, kiblat, quran, waktu sholat.. mantap dah pokoknya ni apk.",5,0,6.0.3,2025-05-20 22:55:47,,,6.0.3
12aedabc-fba7-4982-81ca-d51b3550d4c9,hilman rahmadi111,https://play-lh.googleusercontent.com/a-/ALV-UjXEJ5eJK5TN8kP4XmhSbkeAhjjdeEttCtlETwbILEb4wa5d40y8,luarbiasa..,5,0,6.0.3,2025-05-20 22:40:31,,,6.0.3
8ede8357-dd6a-453a-af78-a44673582dc0,Robby Maronaya,https://play-lh.googleusercontent.com/a/ACg8ocId6xiq5th-Mq_RjgM1BJ2byaJjwxEt9vWrVv12yR5zgiZ9zQ=mo,sangat bermanfaat,5,0,6.0.3,2025-05-20 21:39:07,,,6.0.3
369a7dc6-1225-489b-b82f-1723c09f9a6a,ricky hermawan,https://play-lh.googleusercontent.com/a-/ALV-UjXE37J2nViNs8Op1aQ8vB4vq2ig01zDZVaUM4lztc0PM1dbiRC3,bagus... insya Allah rekomendasi,5,0,6.0.3,2025-05-20 18:44:17,,,6.0.3
9c4a3f22-2cd4-43b2-98f7-5ead83327219,Ahlinya Kasur Jogja official,https://play-lh.googleusercontent.com/a-/ALV-UjVXeyomfRcUKj1ORRSHNoKV49KYWvcNTq3E_LlprJ9yBOHpXXvgmA,recommended,5,0,,2025-05-20 15:50:59,,,
ee38c363-eab2-4ad0-902d-a37964dacc23,Defriza Berni,https://play-lh.googleusercontent.com/a/ACg8ocJQzUhyHCMyN83DdYXn8oh-RdMoB7z5h1Xy3ZI0hJczqPckFA=mo,"Mantap, no iklan",5,0,6.0.3,2025-05-20 15:44:19,,,6.0.3
